"Final Fantasy Card Name","Original MTG Name","Card Image","Card Set","Card Number","Print Variant","Available Variants","Treatment / Frame","Game Number","Rarity","Type Line","Color Identity","Owned","Non-Foil Qty","Foil Qty","Special Foil Qty","Total Quantity Owned","Condition","Price (USD)","Price (Foil)","Storage Location"
"Terra, Herald of Hope","","=IMAGE(""https://cards.scryfall.io/normal/front/4/f/4f36f28b-b9c9-42a2-a2e5-d1b532e482a3.jpg?1783906296"", 1)","FIC","0223","Surge Foil","Surge Foil","Standard","FF6","Mythic","Legendary Creature — Human Wizard Warrior","BRW","No",0,0,0,0,"Near Mint (NM)","",2.29,""
"Terra, Herald of Hope // Terra, Herald of Hope","","=IMAGE(""https://cards.scryfall.io/normal/front/8/d/8d40da4e-9470-40a4-8eb6-d6ee3f99a153.jpg?1783906415"", 1)","AFIN","0020","Basic/Non-foil","Non-Foil, Traditional Foil","Art Card","FF6","Common","Card // Card","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"Terra, Magical Adept // Esper Terra","","=IMAGE(""https://cards.scryfall.io/normal/front/f/b/fbd447aa-588d-4c4d-925e-a7d3bdf6a65c.jpg?1783906567"", 1)","FIN","0245","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF6","Mythic","Legendary Creature — Human Wizard Warrior // Legendary Enchantment Creature — Saga Wizard","BGRUW","No",0,0,0,0,"Near Mint (NM)",1.85,4.6,""
"Terra, Magical Adept // Esper Terra","","=IMAGE(""https://cards.scryfall.io/normal/front/a/3/a33f6d61-ce5e-42b8-b407-10383cdae5b5.jpg?1783906160"", 1)","PFIN","245s","Promo","Traditional Foil, Promo","Standard","FF6","Mythic","Legendary Creature — Human Wizard Warrior // Legendary Enchantment Creature — Saga Wizard","BGRUW","No",0,0,0,0,"Near Mint (NM)","",37.31,""
"Terra, Magical Adept // Esper Terra","","=IMAGE(""https://cards.scryfall.io/normal/front/0/c/0cf789e7-045c-4ad1-abc3-23eabda54f02.jpg?1783906538"", 1)","FIN","0323","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF6","Mythic","Legendary Creature — Human Wizard Warrior // Legendary Enchantment Creature — Saga Wizard","BGRUW","No",0,0,0,0,"Near Mint (NM)",29.42,106.51,""
"Terra, Magical Adept // Esper Terra","","=IMAGE(""https://cards.scryfall.io/normal/front/f/e/fe0aa7d7-73e7-4c8c-92b5-b923817ce461.jpg?1783906462"", 1)","FIN","0511","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF6","Mythic","Legendary Creature — Human Wizard Warrior // Legendary Enchantment Creature — Saga Wizard","BGRUW","No",0,0,0,0,"Near Mint (NM)",13.04,37.05,""
"Thancred Waters","","=IMAGE(""https://cards.scryfall.io/normal/front/c/c/cc74ea74-05cf-4a33-84df-94ec34e816fe.jpg?1783906364"", 1)","FIC","0031","Surge Foil","Surge Foil","Standard","FF14","Rare","Legendary Creature — Human Warrior","W","No",0,0,0,0,"Near Mint (NM)",0.18,"",""
"Thancred Waters","","=IMAGE(""https://cards.scryfall.io/normal/front/b/c/bcd85c4e-c674-4753-ae82-80293554fdc5.jpg?1783906327"", 1)","FIC","0139","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF14","Rare","Legendary Creature — Human Warrior","W","No",0,0,0,0,"Near Mint (NM)",0.42,2.76,""
"The Blackjack","","=IMAGE(""https://cards.scryfall.io/normal/front/a/f/af39ce29-47bb-42bf-8d3d-224bdce96a83.jpg?1783906141"", 1)","TFIC","0008","Surge Foil","Surge Foil","Standard","FF6","Common","Token Legendary Artifact — Vehicle","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"The Crystal's Chosen","","=IMAGE(""https://cards.scryfall.io/normal/front/d/4/d4df4373-0ee6-44e3-81c6-0881c070014c.jpg?1783906652"", 1)","FIN","0014","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF3","Uncommon","Sorcery","W","No",0,0,0,0,"Near Mint (NM)",0.21,0.26,""
"The Darkness Crystal","","=IMAGE(""https://cards.scryfall.io/normal/front/0/f/0f93b6ac-54ce-45d0-8549-19307406e6e5.jpg?1783906621"", 1)","FIN","0096","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF3","Rare","Legendary Artifact","B","No",0,0,0,0,"Near Mint (NM)",5.09,5.45,""
"The Darkness Crystal","","=IMAGE(""https://cards.scryfall.io/normal/front/c/9/c90cb6f4-d5c7-41c2-91ae-9c864f240804.jpg?1783906184"", 1)","PFIN","96s","Promo","Traditional Foil, Promo","Standard","FF3","Rare","Legendary Artifact","B","No",0,0,0,0,"Near Mint (NM)","",10.25,""
"The Darkness Crystal","","=IMAGE(""https://cards.scryfall.io/normal/front/7/4/749f2041-0eb5-42c3-b9ac-05a7575cb693.jpg?1783906529"", 1)","FIN","0335","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF3","Rare","Legendary Artifact","B","No",0,0,0,0,"Near Mint (NM)",11.7,17.07,""
"The Destined Black Mage","","=IMAGE(""https://cards.scryfall.io/normal/front/c/b/cbba90d0-c45e-4ef1-ba0e-a2160533e27f.jpg?1783904654"", 1)","FIC","0447","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF1","Rare","Legendary Creature — Human Wizard","B","No",0,0,0,0,"Near Mint (NM)",19.0,17.42,""
"The Destined Black Mage // The Destined Black Mage","","=IMAGE(""https://cards.scryfall.io/normal/front/7/6/76ed17e5-4adb-4b75-99a4-62c1b107cfdd.jpg?1783904670"", 1)","AFIC","0006","Basic/Non-foil","Non-Foil, Traditional Foil","Art Card","FF1","Common","Card // Card","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"The Destined Thief","","=IMAGE(""https://cards.scryfall.io/normal/front/d/e/de95250d-294d-4a0e-8049-e0a877078e2e.jpg?1783904655"", 1)","FIC","0446","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF1","Rare","Legendary Creature — Human Rogue","U","No",0,0,0,0,"Near Mint (NM)",3.75,2.83,""
"The Destined Thief // The Destined Thief","","=IMAGE(""https://cards.scryfall.io/normal/front/4/0/40a495d6-cd48-45a5-9afd-d9ec3a21ec3a.jpg?1783904670"", 1)","AFIC","0005","Basic/Non-foil","Non-Foil, Traditional Foil","Art Card","FF1","Common","Card // Card","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"The Destined Warrior","","=IMAGE(""https://cards.scryfall.io/normal/front/7/4/743ee254-07f1-4d13-9ec7-6cb6358b9303.jpg?1783904658"", 1)","FIC","0443","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF1","Rare","Legendary Creature — Human Warrior","BUW","No",0,0,0,0,"Near Mint (NM)",3.85,2.15,""
"The Destined Warrior // The Destined Warrior","","=IMAGE(""https://cards.scryfall.io/normal/front/f/7/f7e44a42-ac64-49e2-875c-355f932467e1.jpg?1783904672"", 1)","AFIC","0002","Basic/Non-foil","Non-Foil, Traditional Foil","Art Card","FF1","Common","Card // Card","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"The Destined White Mage","","=IMAGE(""https://cards.scryfall.io/normal/front/8/b/8b52f14c-e6b9-4ad0-8515-6644b201e2ea.jpg?1783904657"", 1)","FIC","0444","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF1","Rare","Legendary Creature — Human Cleric","W","No",0,0,0,0,"Near Mint (NM)",11.82,12.4,""
"The Destined White Mage // The Destined White Mage","","=IMAGE(""https://cards.scryfall.io/normal/front/0/a/0aa1e74b-7fd7-4c48-a0a3-56eb1a6f877a.jpg?1783904671"", 1)","AFIC","0003","Basic/Non-foil","Non-Foil, Traditional Foil","Art Card","FF1","Common","Card // Card","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"The Earth Crystal","","=IMAGE(""https://cards.scryfall.io/normal/front/d/5/d585e218-3dc8-4fbd-8ad2-795fbc9b2155.jpg?1783906588"", 1)","FIN","0184","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF3","Rare","Legendary Artifact","G","No",0,0,0,0,"Near Mint (NM)",11.69,14.28,""
"The Earth Crystal","","=IMAGE(""https://cards.scryfall.io/normal/front/0/1/010549ae-1289-47ee-a69b-135094f32607.jpg?1783906172"", 1)","PFIN","184s","Promo","Traditional Foil, Promo","Standard","FF3","Rare","Legendary Artifact","G","No",0,0,0,0,"Near Mint (NM)","",21.29,""
"The Earth Crystal","","=IMAGE(""https://cards.scryfall.io/normal/front/9/2/9240303a-73a3-4daf-b5fc-090ce7cbd92a.jpg?1783906525"", 1)","FIN","0342","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF3","Rare","Legendary Artifact","G","No",0,0,0,0,"Near Mint (NM)",19.52,27.85,""
"The Emperor of Palamecia // The Emperor of Palamecia","","=IMAGE(""https://cards.scryfall.io/normal/front/9/b/9b491159-5ac0-4376-8344-33e01c64cda7.jpg?1783906419"", 1)","AFIN","0013","Basic/Non-foil","Non-Foil, Traditional Foil","Art Card","FF2","Common","Card // Card","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"The Emperor of Palamecia // The Lord Master of Hell","","=IMAGE(""https://cards.scryfall.io/normal/front/3/d/3d75e8fd-6139-4b10-9ce3-195b47d72e0c.jpg?1783906579"", 1)","FIN","0219","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF2","Uncommon","Legendary Creature — Human Noble Wizard // Legendary Creature — Demon Noble Wizard","RU","No",0,0,0,0,"Near Mint (NM)",0.34,0.33,""
"The Emperor of Palamecia // The Lord Master of Hell","","=IMAGE(""https://cards.scryfall.io/normal/front/1/b/1b4d8a51-2307-4ed6-af25-c48946219096.jpg?1783906471"", 1)","FIN","0484","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF2","Uncommon","Legendary Creature — Human Noble Wizard // Legendary Creature — Demon Noble Wizard","RU","No",0,0,0,0,"Near Mint (NM)",5.3,42.54,""
"The Falcon, Airship Restored","","=IMAGE(""https://cards.scryfall.io/normal/front/0/8/080fc2be-d463-4e8e-ba42-8f3cb0c95ed3.jpg?1783906359"", 1)","FIC","0045","Surge Foil","Surge Foil","Standard","FF6","Rare","Legendary Artifact — Vehicle","B","No",0,0,0,0,"Near Mint (NM)",0.19,"",""
"The Falcon, Airship Restored","","=IMAGE(""https://cards.scryfall.io/normal/front/8/1/81313ac5-ee30-4ac4-ad5f-e9dbda46b2b0.jpg?1783906334"", 1)","FIC","0116","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF6","Rare","Legendary Artifact — Vehicle","B","No",0,0,0,0,"Near Mint (NM)",0.33,0.66,""
"The Final Days","","=IMAGE(""https://cards.scryfall.io/normal/front/b/b/bbf01770-6d0f-4015-b4b4-a74a53cb767a.jpg?1783906619"", 1)","FIN","0101","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF14","Uncommon","Sorcery","B","No",0,0,0,0,"Near Mint (NM)",0.21,0.26,""
"The Final Days // The Final Days","","=IMAGE(""https://cards.scryfall.io/normal/front/1/1/11910fed-224d-44de-98e8-12ad49626178.jpg?1783906424"", 1)","AFIN","0006","Basic/Non-foil","Non-Foil, Traditional Foil","Art Card","FF14","Common","Card // Card","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"The Fire Crystal","","=IMAGE(""https://cards.scryfall.io/normal/front/e/a/ea430b17-2014-4b8e-b53f-43bcfc06f7cd.jpg?1783906605"", 1)","FIN","0135","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF3","Rare","Legendary Artifact","R","No",0,0,0,0,"Near Mint (NM)",6.6,7.11,""
"The Fire Crystal","","=IMAGE(""https://cards.scryfall.io/normal/front/d/a/daceda7c-db1d-4847-9c80-13fdfe4d2135.jpg?1783906177"", 1)","PFIN","135s","Promo","Traditional Foil, Promo","Standard","FF3","Rare","Legendary Artifact","R","No",0,0,0,0,"Near Mint (NM)","",16.34,""
"The Fire Crystal","","=IMAGE(""https://cards.scryfall.io/normal/front/5/8/58306c68-5de8-48f4-9ce5-ea69792af58c.jpg?1783906527"", 1)","FIN","0337","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF3","Rare","Legendary Artifact","R","No",0,0,0,0,"Near Mint (NM)",11.07,17.61,""
"The Gold Saucer","","=IMAGE(""https://cards.scryfall.io/normal/front/5/3/5363c881-443d-43df-afd8-f81e1a1741a2.jpg?1783906549"", 1)","FIN","0279","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF7","Uncommon","Land — Town","Colorless","No",0,0,0,0,"Near Mint (NM)",0.3,0.34,""
"The Lunar Whale","","=IMAGE(""https://cards.scryfall.io/normal/front/a/e/ae875471-346c-4a76-b26f-b7205dad5b80.jpg?1783906634"", 1)","FIN","0060","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF4","Rare","Legendary Artifact — Vehicle","U","No",0,0,0,0,"Near Mint (NM)",0.28,0.44,""
"The Lunar Whale","","=IMAGE(""https://cards.scryfall.io/normal/front/3/a/3a27f9fd-d3d9-42c4-be59-9a5d9cfabf6d.jpg?1783906190"", 1)","PFIN","60s","Promo","Traditional Foil, Promo","Standard","FF4","Rare","Legendary Artifact — Vehicle","U","No",0,0,0,0,"Near Mint (NM)","",4.05,""
"The Masamune","","=IMAGE(""https://cards.scryfall.io/normal/front/f/c/fc408575-8ef7-4043-b6b7-b38cef7c97d1.jpg?1783906555"", 1)","FIN","0264","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF7","Rare","Legendary Artifact — Equipment","Colorless","No",0,0,0,0,"Near Mint (NM)",1.25,1.49,""
"The Masamune","","=IMAGE(""https://cards.scryfall.io/normal/front/7/c/7c84eb88-2e8e-490f-8628-61e8efb8524c.jpg?1783906149"", 1)","PFIN","264s","Promo","Traditional Foil, Promo","Standard","FF7","Rare","Legendary Artifact — Equipment","Colorless","No",0,0,0,0,"Near Mint (NM)","",8.22,""
"The Masamune","","=IMAGE(""https://cards.scryfall.io/normal/front/a/2/a288efba-7c70-428d-a2b7-571891976f78.jpg?1783906523"", 1)","FIN","0353","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF7","Rare","Legendary Artifact — Equipment","Colorless","No",0,0,0,0,"Near Mint (NM)",6.53,10.0,""
"The Monarch","","=IMAGE(""https://cards.scryfall.io/normal/front/6/6/66f569e1-5a37-4801-be01-9c5d44a82427.jpg?1783906138"", 1)","TFIC","0011","Surge Foil","Surge Foil","Standard","FF6","Common","Card","Colorless","No",0,0,0,0,"Near Mint (NM)","","",""
"The Prima Vista","","=IMAGE(""https://cards.scryfall.io/normal/front/e/3/e3998132-5746-4dde-9529-97d3ad7d7361.jpg?1783906633"", 1)","FIN","0064","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF9","Uncommon","Legendary Artifact — Vehicle","U","No",0,0,0,0,"Near Mint (NM)",0.16,0.21,""
"The Regalia","","=IMAGE(""https://cards.scryfall.io/normal/front/d/c/dc420e79-c483-474f-97cd-e9c6a636c306.jpg?1783906553"", 1)","FIN","0267","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF15","Rare","Legendary Artifact — Vehicle","Colorless","No",0,0,0,0,"Near Mint (NM)",1.75,2.46,""
"The Regalia","","=IMAGE(""https://cards.scryfall.io/normal/front/7/7/7797680e-c2f0-454a-813d-ea285b013d5c.jpg?1783906148"", 1)","PFIN","267s","Promo","Traditional Foil, Promo","Standard","FF15","Rare","Legendary Artifact — Vehicle","Colorless","No",0,0,0,0,"Near Mint (NM)","",16.73,""
"The Wandering Minstrel","","=IMAGE(""https://cards.scryfall.io/normal/front/7/7/77bc419d-ff69-4e7c-afe6-faca383a5ed7.jpg?1783906560"", 1)","FIN","0249","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF14","Rare","Legendary Creature — Human Bard","BGRUW","No",0,0,0,0,"Near Mint (NM)",0.33,0.56,""
"The Wandering Minstrel","","=IMAGE(""https://cards.scryfall.io/normal/front/f/e/fe0c1b06-30f2-42bd-bdcb-169fb6bc0b3f.jpg?1783906153"", 1)","PFIN","249s","Promo","Traditional Foil, Promo","Standard","FF14","Rare","Legendary Creature — Human Bard","BGRUW","No",0,0,0,0,"Near Mint (NM)","",6.42,""
"The Wandering Minstrel","","=IMAGE(""https://cards.scryfall.io/normal/front/f/3/f39b9892-9b82-4dea-bae0-e1735618341e.jpg?1783906499"", 1)","FIN","0403","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF14","Rare","Legendary Creature — Human Bard","BGRUW","No",0,0,0,0,"Near Mint (NM)",2.1,3.56,""
"The Wandering Minstrel","","=IMAGE(""https://cards.scryfall.io/normal/front/f/d/fd5de0c8-6af9-4b0a-be9d-19af1e7bd7c3.jpg?1783906452"", 1)","FIN","0515","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF14","Rare","Legendary Creature — Human Bard","BGRUW","No",0,0,0,0,"Near Mint (NM)",1.03,15.54,""
"The Wandering Minstrel","","=IMAGE(""https://cards.scryfall.io/normal/front/f/e/fe9cd860-1b4e-48ec-be30-e0ec4ca75e26.jpg?1783906437"", 1)","FIN","0548","Surge Foil","Surge Foil","Borderless","FF14","Rare","Legendary Creature — Human Bard","BGRUW","No",0,0,0,0,"Near Mint (NM)","",32.87,""
"The Warring Triad","","=IMAGE(""https://cards.scryfall.io/normal/front/9/9/99fd1cd5-4740-4a0f-b773-3d3b66861d77.jpg?1783906340"", 1)","FIC","0099","Surge Foil","Surge Foil","Standard","FF6","Rare","Legendary Artifact Creature — God","Colorless","No",0,0,0,0,"Near Mint (NM)",0.71,"",""
"The Warring Triad","","=IMAGE(""https://cards.scryfall.io/normal/front/5/9/59c9633d-484c-4bce-ac86-696791afd6a4.jpg?1783906307"", 1)","FIC","0193","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF6","Rare","Legendary Artifact Creature — God","Colorless","No",0,0,0,0,"Near Mint (NM)",3.0,10.1,""
"The Water Crystal","","=IMAGE(""https://cards.scryfall.io/normal/front/e/0/e0af8436-797b-4e1f-b21a-d8e93701c3c9.jpg?1783906626"", 1)","FIN","0085","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF3","Rare","Legendary Artifact","U","No",0,0,0,0,"Near Mint (NM)",4.04,4.92,""
"The Water Crystal","","=IMAGE(""https://cards.scryfall.io/normal/front/0/9/093948e5-3036-42b4-8682-37b298248916.jpg?1783906187"", 1)","PFIN","85s","Promo","Traditional Foil, Promo","Standard","FF3","Rare","Legendary Artifact","U","No",0,0,0,0,"Near Mint (NM)","",10.35,""
"The Water Crystal","","=IMAGE(""https://cards.scryfall.io/normal/front/7/5/7572888a-c394-4d9f-b66f-30d91364d265.jpg?1783906529"", 1)","FIN","0333","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF3","Rare","Legendary Artifact","U","No",0,0,0,0,"Near Mint (NM)",9.4,11.46,""
"The Wind Crystal","","=IMAGE(""https://cards.scryfall.io/normal/front/1/9/19bd0885-baaa-40f2-9c59-b1ea53807540.jpg?1783906641"", 1)","FIN","0043","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF3","Rare","Legendary Artifact","W","No",0,0,0,0,"Near Mint (NM)",5.82,8.38,""
"The Wind Crystal","","=IMAGE(""https://cards.scryfall.io/normal/front/4/f/4f461671-097a-4cd6-8114-4ec769e66904.jpg?1783906194"", 1)","PFIN","43s","Promo","Traditional Foil, Promo","Standard","FF3","Rare","Legendary Artifact","W","No",0,0,0,0,"Near Mint (NM)","",15.15,""
"The Wind Crystal","","=IMAGE(""https://cards.scryfall.io/normal/front/4/2/423134fa-62d9-439c-b123-eeea52f42414.jpg?1783906531"", 1)","FIN","0330","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF3","Rare","Legendary Artifact","W","No",0,0,0,0,"Near Mint (NM)",12.44,16.54,""
"Thief's Knife","","=IMAGE(""https://cards.scryfall.io/normal/front/c/2/c2dcfd0a-3f52-4616-a09a-fd2db8b6b93e.jpg?1783906627"", 1)","FIN","0081","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF1","Uncommon","Artifact — Equipment","U","No",0,0,0,0,"Near Mint (NM)",0.22,0.29,""
"Thought Vessel","","=IMAGE(""https://cards.scryfall.io/normal/front/5/c/5c617d99-354a-4586-9a09-1671c0e88754.jpg?1783906230"", 1)","FIC","0368","Surge Foil","Surge Foil","Standard","FF14","Common","Artifact","Colorless","No",0,0,0,0,"Near Mint (NM)",2.8,"",""
"Tidus, Zanarkand Fayth","Thrasios, Triton Hero","=IMAGE(""https://cards.scryfall.io/normal/front/5/f/5f13417d-3fe1-4357-b826-cb48dd111247.jpg?1783906376"", 1)","FCA","0058","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF10","Mythic","Legendary Creature — Merfolk Wizard","GU","No",0,0,0,0,"Near Mint (NM)",18.17,153.95,""
"Three Visits","","=IMAGE(""https://cards.scryfall.io/normal/front/5/b/5bcf7495-a8af-4c7f-a27d-be27748f64e0.jpg?1783906253"", 1)","FIC","0315","Surge Foil","Surge Foil","Standard","FF10","Uncommon","Sorcery","G","No",0,0,0,0,"Near Mint (NM)",5.03,"",""
"Thunder Magic","","=IMAGE(""https://cards.scryfall.io/normal/front/9/f/9f2b202c-91da-40ec-8324-6b6be7cb3bc8.jpg?1783906595"", 1)","FIN","0165","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF13","Common","Instant","R","No",0,0,0,0,"Near Mint (NM)",0.23,0.28,""
"Tidus, Blitzball Star","","=IMAGE(""https://cards.scryfall.io/normal/front/a/a/aa851d68-a7a4-48c0-9cd7-d3d2e079f3a1.jpg?1783906562"", 1)","FIN","0246","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF10","Uncommon","Legendary Creature — Human Warrior","UW","No",0,0,0,0,"Near Mint (NM)",0.23,0.27,""
"Tidus, Blitzball Star","","=IMAGE(""https://cards.scryfall.io/normal/front/c/f/cfe3a1fa-d885-48c0-aa47-bfd8d340bf8e.jpg?1783906456"", 1)","FIN","0512","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF10","Uncommon","Legendary Creature — Human Warrior","UW","No",0,0,0,0,"Near Mint (NM)",1.5,15.43,""
"Tidus, Yuna's Guardian","","=IMAGE(""https://cards.scryfall.io/normal/front/2/c/2cfd4494-346c-4cbc-8072-e267254cefcc.jpg?1783906372"", 1)","FIC","0005","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF10","Mythic","Legendary Creature — Human Warrior","GUW","No",0,0,0,0,"Near Mint (NM)",2.52,0.44,""
"Tidus, Yuna's Guardian","","=IMAGE(""https://cards.scryfall.io/normal/front/7/7/77248a4b-0823-4d33-8355-30d0ed158796.jpg?1783906310"", 1)","FIC","0187","Basic/Non-foil","Non-Foil, Traditional Foil","Extended Art","FF10","Mythic","Legendary Creature — Human Warrior","GUW","No",0,0,0,0,"Near Mint (NM)",5.13,10.07,""
"Tidus, Yuna's Guardian","","=IMAGE(""https://cards.scryfall.io/normal/front/7/f/7f4af6c8-c419-42a9-ae5e-c3b73ea5eeea.jpg?1783906302"", 1)","FIC","0205","Basic/Non-foil","Non-Foil, Traditional Foil","Borderless","FF10","Mythic","Legendary Creature — Human Warrior","GUW","No",0,0,0,0,"Near Mint (NM)",39.38,55.66,""
"Tidus, Yuna's Guardian","","=IMAGE(""https://cards.scryfall.io/normal/front/5/c/5c40cf0f-2eee-4c56-8c5d-fd70e11dc3cc.jpg?1783906299"", 1)","FIC","0213","Surge Foil","Surge Foil","Borderless","FF10","Mythic","Legendary Creature — Human Warrior","GUW","No",0,0,0,0,"Near Mint (NM)","",253.95,""
"Tidus, Yuna's Guardian","","=IMAGE(""https://cards.scryfall.io/normal/front/6/0/6021debf-8d5d-40e4-a197-3751b3ef5701.jpg?1783906295"", 1)","FIC","0224","Surge Foil","Surge Foil","Standard","FF10","Mythic","Legendary Creature — Human Warrior","GUW","No",0,0,0,0,"Near Mint (NM)","",3.6,""
"Tifa Lockhart","","=IMAGE(""https://cards.scryfall.io/normal/front/f/b/fb781323-2746-405d-a9b2-e778c037a6e9.jpg?1783906580"", 1)","FIN","0206","Basic/Non-foil","Non-Foil, Traditional Foil","Standard","FF7","Rare","Legendary Creature — Human Monk","G","No",0,0,0,0,"Near Mint (NM)",2.26,3.9,""
